   0.0000000000000000e+00   0.0000000000000000e+00
   0.0000000000000000e+00   1.2500000000000001e-02
   0.0000000000000000e+00   2.5000000000000001e-02
   0.0000000000000000e+00   3.7500000000000006e-02
   0.0000000000000000e+00   5.0000000000000003e-02
   0.0000000000000000e+00   6.2500000000000000e-02
   0.0000000000000000e+00   7.5000000000000011e-02
   0.0000000000000000e+00   8.7500000000000008e-02
   0.0000000000000000e+00   1.0000000000000001e-01
   5.0000000000000003e-02   0.0000000000000000e+00
   5.0000000000000003e-02   1.2500000000000001e-02
   5.0000000000000003e-02   2.5000000000000001e-02
   5.0000000000000003e-02   3.7500000000000006e-02
   5.0000000000000003e-02   5.0000000000000003e-02
   5.0000000000000003e-02   6.2500000000000000e-02
   5.0000000000000003e-02   7.5000000000000011e-02
   5.0000000000000003e-02   8.7500000000000008e-02
   5.0000000000000003e-02   1.0000000000000001e-01
   1.0000000000000001e-01   0.0000000000000000e+00
   1.0000000000000001e-01   1.2500000000000001e-02
   1.0000000000000001e-01   2.5000000000000001e-02
   1.0000000000000001e-01   3.7500000000000006e-02
   1.0000000000000001e-01   5.0000000000000003e-02
   1.0000000000000001e-01   6.2500000000000000e-02
   1.0000000000000001e-01   7.5000000000000011e-02
   1.0000000000000001e-01   8.7500000000000008e-02
   1.0000000000000001e-01   1.0000000000000001e-01
   1.4999999999999999e-01   0.0000000000000000e+00
   1.4999999999999999e-01   1.2500000000000001e-02
   1.4999999999999999e-01   2.5000000000000001e-02
   1.4999999999999999e-01   3.7500000000000006e-02
   1.4999999999999999e-01   5.0000000000000003e-02
   1.4999999999999999e-01   6.2500000000000000e-02
   1.4999999999999999e-01   7.5000000000000011e-02
   1.4999999999999999e-01   8.7500000000000008e-02
   1.4999999999999999e-01   1.0000000000000001e-01
   2.0000000000000001e-01   0.0000000000000000e+00
   2.0000000000000001e-01   1.2500000000000001e-02
   2.0000000000000001e-01   2.5000000000000001e-02
   2.0000000000000001e-01   3.7500000000000006e-02
   2.0000000000000001e-01   5.0000000000000003e-02
   2.0000000000000001e-01   6.2500000000000000e-02
   2.0000000000000001e-01   7.5000000000000011e-02
   2.0000000000000001e-01   8.7500000000000008e-02
   2.0000000000000001e-01   1.0000000000000001e-01
   2.5000000000000000e-01   0.0000000000000000e+00
   2.5000000000000000e-01   1.2500000000000001e-02
   2.5000000000000000e-01   2.5000000000000001e-02
   2.5000000000000000e-01   3.7500000000000006e-02
   2.5000000000000000e-01   5.0000000000000003e-02
   2.5000000000000000e-01   6.2500000000000000e-02
   2.5000000000000000e-01   7.5000000000000011e-02
   2.5000000000000000e-01   8.7500000000000008e-02
   2.5000000000000000e-01   1.0000000000000001e-01
   2.9999999999999999e-01   0.0000000000000000e+00
   2.9999999999999999e-01   1.2500000000000001e-02
   2.9999999999999999e-01   2.5000000000000001e-02
   2.9999999999999999e-01   3.7500000000000006e-02
   2.9999999999999999e-01   5.0000000000000003e-02
   2.9999999999999999e-01   6.2500000000000000e-02
   2.9999999999999999e-01   7.5000000000000011e-02
   2.9999999999999999e-01   8.7500000000000008e-02
   2.9999999999999999e-01   1.0000000000000001e-01
   3.4999999999999998e-01   0.0000000000000000e+00
   3.4999999999999998e-01   1.2500000000000001e-02
   3.4999999999999998e-01   2.5000000000000001e-02
   3.4999999999999998e-01   3.7500000000000006e-02
   3.4999999999999998e-01   5.0000000000000003e-02
   3.4999999999999998e-01   6.2500000000000000e-02
   3.4999999999999998e-01   7.5000000000000011e-02
   3.4999999999999998e-01   8.7500000000000008e-02
   3.4999999999999998e-01   1.0000000000000001e-01
   4.0000000000000002e-01   0.0000000000000000e+00
   4.0000000000000002e-01   1.2500000000000001e-02
   4.0000000000000002e-01   2.5000000000000001e-02
   4.0000000000000002e-01   3.7500000000000006e-02
   4.0000000000000002e-01   5.0000000000000003e-02
   4.0000000000000002e-01   6.2500000000000000e-02
   4.0000000000000002e-01   7.5000000000000011e-02
   4.0000000000000002e-01   8.7500000000000008e-02
   4.0000000000000002e-01   1.0000000000000001e-01
   4.5000000000000001e-01   0.0000000000000000e+00
   4.5000000000000001e-01   1.2500000000000001e-02
   4.5000000000000001e-01   2.5000000000000001e-02
   4.5000000000000001e-01   3.7500000000000006e-02
   4.5000000000000001e-01   5.0000000000000003e-02
   4.5000000000000001e-01   6.2500000000000000e-02
   4.5000000000000001e-01   7.5000000000000011e-02
   4.5000000000000001e-01   8.7500000000000008e-02
   4.5000000000000001e-01   1.0000000000000001e-01
   5.0000000000000000e-01   0.0000000000000000e+00
   5.0000000000000000e-01   1.2500000000000001e-02
   5.0000000000000000e-01   2.5000000000000001e-02
   5.0000000000000000e-01   3.7500000000000006e-02
   5.0000000000000000e-01   5.0000000000000003e-02
   5.0000000000000000e-01   6.2500000000000000e-02
   5.0000000000000000e-01   7.5000000000000011e-02
   5.0000000000000000e-01   8.7500000000000008e-02
   5.0000000000000000e-01   1.0000000000000001e-01
